"ビュー","ズームアウト","Ctrl+-","ウィンドウ","org.eclipse.gef.zoom_out"
"編集","ブロック・コメントの追加","Ctrl+Shift+/","構造化テキスト・エディターで編集","org.eclipse.wst.sse.ui.add.block.comment"
"実行/デバッグ","Java アプレットの実行","Alt+Shift+X, A","ウィンドウ","org.eclipse.jdt.debug.ui.javaAppletShortcut.run"
"テキスト編集","次の単語","Ctrl+Right","テキストの編集","org.eclipse.ui.edit.text.goto.wordNext"
"編集","名前変更","Alt+Shift+R","JSP ソースの編集","org.eclipse.jst.jsp.ui.refactor.rename"
"テキスト編集","ズームイン","Ctrl++","テキストの編集","org.eclipse.ui.edit.text.zoomIn"
"実行/デバッグ","Gradle テストの実行","Ctrl+Alt+X, G","ウィンドウ","org.eclipse.buildship.ui.shortcut.test.run"
"ソース","コメントの切り替え","Ctrl+7","プロパティー・ファイルの編集中","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"TM4E 言語構成","行コメントの切り替え","Ctrl+/","テキストの編集","org.eclipse.tm4e.languageconfiguration.toggleLineCommentCommand"
"実行/デバッグ","JUnit プラグイン・テストをカバレッジ","Alt+Shift+E, P","ウィンドウ","org.eclipse.eclemma.ui.junitPluginShortcut.coverage"
"テキスト編集","ズームアウト","Ctrl+-","テキストの編集","org.eclipse.ui.edit.text.zoomOut"
"ソース","コメントの切り替え","Ctrl+Shift+C","プロパティー・ファイルの編集中","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"ソース","インポートの追加","Ctrl+Shift+M","Java ソースの編集","org.eclipse.jdt.ui.edit.text.java.add.import"
"Glance","Glance を開く","Ctrl+J","ダイアログまたはウィンドウ","com.xored.glance.commands.open"
"ウィンドウ","全画面の切り替え","Alt+F11","ダイアログまたはウィンドウ","org.eclipse.ui.window.fullscreenmode"
"実行/デバッグ","サーバーでデバッグ","Alt+Shift+D, R","ウィンドウ","org.eclipse.wst.server.launchShortcut.debug"
"ナビゲート","型を開く","Ctrl+Shift+T","ウィンドウ","org.eclipse.jdt.ui.navigate.open.type"
"ソース","クイック・アシスト - 変数への代入","Ctrl+2, F","JavaScript ソースの編集中","org.eclipse.wst.jsdt.ui.correction.assignToField.assist"
"テキスト編集","ズームイン","Ctrl+Numpad_Add","テキストの編集","org.eclipse.ui.edit.text.zoomIn"
"プロジェクト","すべてビルド","Ctrl+B","ウィンドウ","org.eclipse.ui.project.buildAll"
"ナビゲート","次ページ","Ctrl+F5","Faces 構成エディター","org.eclipse.ui.part.nextPage"
"編集","前の要素を選択","Alt+Shift+Left","構造化テキスト・エディターで編集","org.eclipse.wst.sse.ui.structure.select.previous"
"サーバー","デバッグ","Ctrl+Alt+D","サーバー・ビュー","org.eclipse.wst.server.debug"
"テキスト編集","テキストの末尾","Ctrl+End","テキストの編集","org.eclipse.ui.edit.text.goto.textEnd"
"編集","エンクロージング要素の選択","Alt+Shift+Up","構造化テキスト・エディターで編集","org.eclipse.wst.sse.ui.structure.select.enclosing"
"言語サーバー","呼び出し階層を開く","Ctrl+Alt+H","汎用コード・エディター内","org.eclipse.lsp4e.openCallHierarchy"
"ナビゲート","前のサブ・タブ","Alt+PageUp","ダイアログまたはウィンドウ","org.eclipse.ui.navigate.previousSubTab"
"ファイル","すべて保存","Ctrl+Shift+S","ウィンドウ","org.eclipse.ui.file.saveAll"
"ウィンドウ","エディターのクイック切り替え","Ctrl+E","ウィンドウ","org.eclipse.ui.window.openEditorDropDown"
"Glance","直前の一致","Shift+Enter","Glance 検索コンテキスト","com.xored.glance.ui.prevResult"
"テキスト編集","構造のリセット","Ctrl+Shift+Numpad_Multiply","テキストの編集","org.eclipse.ui.edit.text.folding.restore"
"編集","ブロック選択の切り替え","Alt+Shift+A","テキストの編集","org.eclipse.ui.edit.text.toggleBlockSelectionMode"
"編集","コメントの切り替え","Ctrl+Shift+C","構造化テキスト・エディターで編集","org.eclipse.wst.sse.ui.toggle.comment"
"編集","クイック・フィックス","Ctrl+1","ダイアログまたはウィンドウ","org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals"
"ビュー","ビューの表示 (ブレークポイント)","Alt+Shift+Q, B","ウィンドウ","org.eclipse.ui.views.showView"
"テキスト編集","行の末尾","End","テキストの編集","org.eclipse.ui.edit.text.goto.lineEnd"
"ソース","コメントの切り替え","Ctrl+/","プロパティー・ファイルの編集中","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"リファクタリング - Java","メソッド・シグネチャーの変更","Alt+Shift+C","ウィンドウ","org.eclipse.jdt.ui.edit.text.java.modify.method.parameters"
"クイック検索","クイック検索","Ctrl+Alt+Shift+L","ウィンドウ","org.eclipse.text.quicksearch.commands.quicksearchCommand"
"ナビゲート","前の編集ロケーション","Ctrl+Alt+Left","ウィンドウ","org.eclipse.ui.edit.text.gotoLastEditPosition"
"ターミナル・ビュー・コマンド","ターミナル・ビュー挿入","Alt+B","ターミナル入力接続","org.eclipse.tm.terminal.command1"
"TM4E 言語構成","ブロック・コメントの追加","Ctrl+Shift+/","テキストの編集","org.eclipse.tm4e.languageconfiguration.addBlockCommentCommand"
"実行/デバッグ","実行","Ctrl+U","ウィンドウ","org.eclipse.jdt.debug.ui.commands.Execute"
"ファイル","新規メニュー","Alt+Shift+N","ウィンドウ","org.eclipse.ui.file.newQuickMenu"
"編集","次を検索","Ctrl+K","ウィンドウ","org.eclipse.ui.edit.findNext"
"ファイル","名前変更","Alt+Shift+R","ウィンドウ","org.eclipse.ui.edit.rename"
"リファクタリング - Java","メソッドの抽出","Alt+Shift+M","ウィンドウ","org.eclipse.jdt.ui.edit.text.java.extract.method"
"ターミナル・ビュー・コマンド","ターミナル・ビュー挿入","Alt+H","ターミナル入力接続","org.eclipse.tm.terminal.command1"
"検索","ファイル・クイック・メニュー内での出現箇所を表示","Ctrl+Shift+U","JavaScript ビュー","org.eclipse.wst.jsdt.ui.edit.text.java.search.occurrences.in.file.quickMenu"
"ターミナル・ビュー・コマンド","ターミナル・ビュー挿入","Alt+T","ターミナル入力接続","org.eclipse.tm.terminal.command1"
"ナビゲート","対応する括弧にジャンプ","Ctrl+Shift+P","Java ソースの編集","org.eclipse.jdt.ui.edit.text.java.goto.matching.bracket"
"編集","次の兄弟","Ctrl+Shift+Down","構造化テキスト・エディターで編集","org.eclipse.wst.xml.ui.nextSibling"
"実行/デバッグ","トリガー再起動","Ctrl+R","I/O コンソール","org.springframework.ide.eclipse.boot.restart.commands.restart"
"言語サーバー","フォーマット","Ctrl+Shift+F","テキストの編集","org.eclipse.lsp4e.format"
"TM4E 言語構成","行コメントの切り替え","Ctrl+Shift+C","テキストの編集","org.eclipse.tm4e.languageconfiguration.toggleLineCommentCommand"
"テキスト編集","1 行下へ移動","Alt+Down","テキストの編集","org.eclipse.ui.edit.text.moveLineDown"
"カテゴリーなし","参照の検索","Ctrl+Shift+G","汎用コード・エディター内","org.eclipse.ui.genericeditor.findReferences"
"実行/デバッグ","JUnit テストの実行","Alt+Shift+X, T","ウィンドウ","org.eclipse.jdt.junit.junitShortcut.run"
"テキスト編集","テキストの先頭","Ctrl+Home","テキストの編集","org.eclipse.ui.edit.text.goto.textStart"
"Quick JUnit","JUnit デバッグ","Ctrl+Shift+0","テキストの編集","junit.extensions.eclipse.quick.command.JUnitDebugAction"
"ナビゲート","Maven POM を開く","Alt+Shift+P","ウィンドウ","org.eclipse.m2e.core.ui.command.openPom"
"AnyEdit ツール","大文字に変換","Ctrl+Alt+U","テキストの編集","AnyEdit.toUpperCase.command"
"ソース","出現箇所のマークのトグル","Alt+Shift+O","JavaScript ソースの編集中","org.eclipse.wst.jsdt.ui.edit.text.java.toggleMarkOccurrences"
"テキスト編集","大文字に変更","Ctrl+Shift+X","テキストの編集","org.eclipse.ui.edit.text.upperCase"
"ファイル","すべて閉じる","Ctrl+Shift+W","ウィンドウ","org.eclipse.ui.file.closeAll"
"Spring 汎用テキスト・エディター","コメントの切り替え","Ctrl+Shift+C","テキストの編集","org.springframework.tooling.boot.ls.ToggleComment"
"編集","移動","Alt+Shift+V","JSP ソースの編集","org.eclipse.jst.jsp.ui.refactor.move"
"テキスト編集","行を削除","Ctrl+D","テキストの編集","org.eclipse.ui.edit.text.delete.line"
"Git","クイック・アウトライン","Ctrl+O","Diff ビューアー内","org.eclipse.egit.ui.commit.DiffEditorQuickOutlineCommand"
"編集","すべて選択","Ctrl+A","ダイアログまたはウィンドウ","org.eclipse.ui.edit.selectAll"
"ナビゲート","前ページ","Alt+Shift+F7","ウィンドウ","org.eclipse.ui.part.previousPage"
"編集","貼り付け","Ctrl+V","ダイアログまたはウィンドウ","org.eclipse.ui.edit.paste"
"ビュー","ビューのリフレッシュ (Gradle タスク)","F5","Gradle タスク・ビュー","org.eclipse.buildship.ui.commands.refreshtaskview"
"ナビゲート","添付された Javadoc を開く","Shift+F2","ウィンドウ","org.eclipse.jdt.ui.edit.text.java.open.external.javadoc"
"ナビゲート","次へ","Ctrl+.","ウィンドウ","org.eclipse.ui.navigate.next"
"実行/デバッグ","JUnit テストをカバレッジ","Alt+Shift+E, T","ウィンドウ","org.eclipse.eclemma.ui.junitShortcut.coverage"
"実行/デバッグ","TestNG テストをカバレッジ","Alt+Shift+E, N","ウィンドウ","org.eclipse.eclemma.ui.testNgShortcut.coverage"
"ソース","「囲む」クイック・メニュー","Alt+Shift+Z","JavaScript ビュー","org.eclipse.wst.jsdt.ui.edit.text.java.surround.with.quickMenu"
"ソース","出現箇所の注釈の除去","Alt+Shift+U","JavaScript ソースの編集中","org.eclipse.wst.jsdt.ui.edit.text.remove.occurrence.annotations"
"使用不可のカテゴリー","未定義コマンド","Ctrl+Alt+Shift+Space","テキストの編集","org.eclipse.recommenders.snipmatch.rcp.commands.completion"
"ナビゲート","リソースを開く","Ctrl+Shift+R","ウィンドウ","org.eclipse.ui.navigate.openResource"
"テキスト編集","縮小","Ctrl+Shift+Numpad_Subtract","テキストの編集","org.eclipse.ui.edit.text.folding.collapse"
"ナビゲート","次ページ","Alt+F7","ウィンドウ","org.eclipse.ui.part.nextPage"
"リファクタリング - Java","インライン化","Alt+Shift+I","ウィンドウ","org.eclipse.jdt.ui.edit.text.java.inline"
"ウィンドウ","エディター分割の切り替え (水平方向)","Ctrl+Shift+-","ウィンドウ","org.eclipse.ui.window.splitEditor"
"ナビゲート","型階層を開く","F4","ウィンドウ","org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy"
"実行/デバッグ","前のメモリー・ページ","Ctrl+Shift+,","テーブル・メモリー・レンダリング内","org.eclipse.debug.ui.command.prevpage"
"ナビゲート","次のサブ・タブ","Alt+PageDown","ダイアログまたはウィンドウ","org.eclipse.ui.navigate.nextSubTab"
"編集","パターンの選択","Ctrl+Shift++","zip ファイルの編集中","zipeditor.command.selectPattern"
"SQL エディター","対応する括弧に移動","Ctrl+Shift+P","SQL コンテキスト","sqleditor.editor.commands.gotomatchingbracket"
"ウィンドウ","前のパースペクティブ","Ctrl+Shift+F8","ウィンドウ","org.eclipse.ui.window.previousPerspective"
"実行/デバッグ","デバッグ","F11","ウィンドウ","org.eclipse.debug.ui.commands.DebugLast"
"ナビゲート","構造を開く","Ctrl+F3","Java ソースの編集","org.eclipse.jdt.ui.navigate.java.open.structure"
"Enhanced Class Decompiler","逆コンパイル","Ctrl+Alt+,","ウィンドウ","org.sf.feeling.decompiler.decompile"
"ターミナル・ビュー・コマンド","ターミナル・ビュー挿入","Alt+L","ターミナル入力接続","org.eclipse.tm.terminal.command1"
"Buildship","Gradle プロジェクトのリフレッシュ","Ctrl+R","ウィンドウ","org.eclipse.buildship.ui.commands.refreshproject"
"SVN","svn:ignore に追加...","Ctrl+Alt+I","ウィンドウ","org.eclipse.team.svn.ui.command.AddToSVNIgnoreCommand"
"ソース","クイック・アシスト - ファイル内の名前変更","Ctrl+2, R","Java ソースの編集","org.eclipse.jdt.ui.correction.renameInFile.assist"
"ソース","クイック・アシスト - ローカル変数への代入","Ctrl+2, L","JavaScript ソースの編集中","org.eclipse.wst.jsdt.ui.correction.assignToLocal.assist"
"ターミナル・コマンド","選択されたローカル・ターミナルを開く","Ctrl+Alt+Shift+T","ウィンドウ","org.eclipse.tm.terminal.view.ui.command.launchToolbar"
"テキスト編集","縮小","Ctrl+Numpad_Subtract","テキストの編集","org.eclipse.ui.edit.text.folding.collapse"
"実行/デバッグ","Eclipse アプリケーションをカバレッジ","Alt+Shift+E, E","ウィンドウ","org.eclipse.eclemma.ui.workbenchShortcut.coverage"
"ナビゲート","パンくずリストで表示","Alt+Shift+B","エディター・パンくずリスト・ナビゲーション","org.eclipse.jdt.ui.edit.text.java.gotoBreadcrumb"
"編集","次の要素を選択","Alt+Shift+Right","構造化テキスト・エディターで編集","org.eclipse.wst.sse.ui.structure.select.next"
"ソース","フォーマット","Ctrl+Shift+F","Ant ビルド・ファイルの編集","org.eclipse.jdt.ui.edit.text.java.format"
"ターミナル・ビュー・コマンド","ターミナル・ビュー挿入","Alt+C","ターミナル入力接続","org.eclipse.tm.terminal.command1"
"テキスト編集","ツールチップ説明の表示","F2","テキストの編集","org.eclipse.ui.edit.text.showInformation"
"ターミナル・ビュー・コマンド","ターミナル・ビュー挿入","Alt+G","ターミナル入力接続","org.eclipse.tm.terminal.command1"
"ナビゲート","前のメンバーへジャンプ","Ctrl+Shift+Up","JavaScript ソースの編集中","org.eclipse.wst.jsdt.ui.edit.text.java.goto.previous.member"
"ウィンドウ","停止","Ctrl+Alt+Shift+B, S","ウィンドウ","org.springframework.ide.eclipse.boot.dash.boot.dash.StopAction"
"ナビゲート","宣言を開く","F3","JavaScript ビュー","org.eclipse.wst.jsdt.ui.edit.text.java.open.editor"
"編集","切り取り","Shift+Delete","ダイアログまたはウィンドウ","org.eclipse.ui.edit.cut"
"実行/デバッグ","実行","Ctrl+F11","ウィンドウ","org.eclipse.debug.ui.commands.RunLast"
"実行/デバッグ","インスペクション","Ctrl+Shift+I","ダイアログまたはウィンドウ","org.eclipse.jdt.debug.ui.commands.Inspect"
"編集","前回の選択を復元","Alt+Shift+Down","Java ソースの編集","org.eclipse.jdt.ui.edit.text.java.select.last"
"ビュー","ビューの表示 (コンソール)","Alt+Shift+Q, C","ウィンドウ","org.eclipse.ui.views.showView"
"ナビゲート","次のタブ","Ctrl+PageDown","ダイアログまたはウィンドウ","org.eclipse.ui.navigate.nextTab"
"カテゴリーなし","コミット ID のコピー","Ctrl+C","Git 参照ログ・ビュー内","org.eclipse.egit.ui.internal.reflog.CopyCommand"
"実行/デバッグ","アドレスにジャンプ","Ctrl+G","テーブル・メモリー・レンダリング内","org.eclipse.debug.ui.command.gotoaddress"
"ナビゲート","構造を開く","Ctrl+F3","JavaScript ソースの編集中","org.eclipse.wst.jsdt.ui.navigate.java.open.structure"
"編集","フォーマット","Ctrl+Shift+F","構造化テキスト・エディターで編集","org.eclipse.wst.sse.ui.format.document"
"SVN","コミット...","Ctrl+Alt+C","ウィンドウ","org.eclipse.team.svn.ui.command.CommitCommand"
"SVN","注釈の表示...","Ctrl+Alt+A","ウィンドウ","org.eclipse.team.svn.ui.command.ShowAnnotationCommand"
"ソース","JSdoc コメントの追加","Alt+Shift+J","JavaScript ビュー","org.eclipse.wst.jsdt.ui.edit.text.java.add.javadoc.comment"
"編集","前の兄弟","Ctrl+Shift+Up","構造化テキスト・エディターで編集","org.eclipse.wst.xml.ui.previousSibling"
"編集","切り取り","Ctrl+X","ダイアログまたはウィンドウ","org.eclipse.ui.edit.cut"
"テキスト編集","展開","Ctrl+Numpad_Add","テキストの編集","org.eclipse.ui.edit.text.folding.expand"
"ナビゲート","表示...","Alt+Shift+W","ウィンドウ","org.eclipse.ui.navigate.showInQuickMenu"
"実行/デバッグ","Java アプレットのデバッグ","Alt+Shift+D, A","ウィンドウ","org.eclipse.jdt.debug.ui.javaAppletShortcut.debug"
"テキスト編集","次の単語を削除","Ctrl+Delete","テキストの編集","org.eclipse.ui.edit.text.deleteNextWord"
"AnyEdit ツール","キャメル <-> アンダースコアーの変換","Ctrl+Alt+K","テキストの編集","AnyEdit.camel.command"
"ナビゲート","クイック階層","Ctrl+T","Java ソースの編集","org.eclipse.jdt.ui.edit.text.java.open.hierarchy"
"ソース","Javadoc コメントの追加","Alt+Shift+J","ウィンドウ","org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment"
"ファイル","名前変更","F2","ウィンドウ","org.eclipse.ui.edit.rename"
"ソース","クイック・アシスト - ファイル内の名前変更","Ctrl+2, R","JavaScript ソースの編集中","org.eclipse.wst.jsdt.ui.correction.renameInFile.assist"
"ビュー","ビューの表示 (検索)","Alt+Shift+Q, S","ウィンドウ","org.eclipse.ui.views.showView"
"ナビゲート","階層で型を開く","Ctrl+Shift+H","JavaScript ビュー","org.eclipse.wst.jsdt.ui.navigate.open.type.in.hierarchy"
"ビュー","ビューの表示 (Javadoc)","Alt+Shift+Q, J","ウィンドウ","org.eclipse.ui.views.showView"
"SQL エディター","SQL のフォーマット (実験用)","Ctrl+Shift+F","SQL コンテキスト","sqleditor.editor.commands.formatsource"
"ウィンドウ","提供プラグインの表示","Alt+Shift+F3","ダイアログまたはウィンドウ","org.eclipse.ui.window.spy"
"テキスト編集","小文字に変更","Ctrl+Shift+Y","テキストの編集","org.eclipse.ui.edit.text.lowerCase"
"実行/デバッグ","Scala アプリケーションをカバレッジ","Alt+Shift+E, L","ウィンドウ","org.eclipse.eclemma.ui.scalaShortcut.coverage"
"テキスト編集","前の単語","Ctrl+Left","テキストの編集","org.eclipse.ui.edit.text.goto.wordPrevious"
"ナビゲート","クイック・アウトライン","Ctrl+O","WikiText マークアップ・ソース・コンテキスト","org.eclipse.mylyn.wikitext.ui.quickOutlineCommand"
"テキスト編集","行の先頭まで選択","Shift+Home","テキストの編集","org.eclipse.ui.edit.text.select.lineStart"
"サーバー","停止","Ctrl+Alt+S","サーバー・ビュー","org.eclipse.wst.server.stop"
"テキスト編集","前の単語を削除","Ctrl+Backspace","テキストの編集","org.eclipse.ui.edit.text.deletePreviousWord"
"ビュー","ビューの表示 (アウトライン)","Alt+Shift+Q, O","ウィンドウ","org.eclipse.ui.views.showView"
"実行/デバッグ","選択項目にステップ・イン","Ctrl+F5","デバッグ","org.eclipse.jdt.debug.ui.commands.StepIntoSelection"
"ソース","コメントの切り替え","Ctrl+/","JavaScript ソースの編集中","org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment"
"テキスト編集","前の単語を選択","Ctrl+Shift+Left","テキストの編集","org.eclipse.ui.edit.text.select.wordPrevious"
"ターミナル・ビュー・コマンド","コピー","Ctrl+Insert","フォーカスのターミナル制御","org.eclipse.tm.terminal.copy"
"STS4","シンボルにジャンプ","Ctrl+6","ダイアログまたはウィンドウ","org.springframework.tooling.ls.eclipse.gotosymbol.command"
"ソース","外部ドキュメントを開く","Shift+F2","Ant ビルド・ファイルの編集","org.eclipse.ant.ui.openExternalDoc"
"AnyEdit ツール","カーソル上の型を開く","Ctrl+Alt+T","テキストの編集","AnyEdit.openTypeFromTextEditor.command"
"実行/デバッグ","Ant ビルドのデバッグ","Alt+Shift+D, Q","ウィンドウ","org.eclipse.ant.ui.antShortcut.debug"
"テキスト編集","ハイパーリンクを開く","F3","汎用コード・エディター内","org.eclipse.ui.edit.text.open.hyperlink"
"SQL エディター","クイック・アウトライン","Ctrl+O","SQL コンテキスト","sqleditor.editor.commands.quickoutline"
"テキスト編集","現在行の上に行を挿入","Ctrl+Shift+Enter","テキストの編集","org.eclipse.ui.edit.text.smartEnterInverse"
"実行/デバッグ","指定行まで実行","Ctrl+R","デバッグ","org.eclipse.debug.ui.commands.RunToLine"
"ソース","クイック・アシスト - ローカル変数への代入","Ctrl+2, L","Java ソースの編集","org.eclipse.jdt.ui.correction.assignToLocal.assist"
"検索","ファイル・クイック・メニュー内での出現箇所を表示","Ctrl+Shift+U","ウィンドウ","org.eclipse.jdt.ui.edit.text.java.search.occurrences.in.file.quickMenu"
"検索","ワークスペース内の参照","Ctrl+Shift+G","JavaScript ビュー","org.eclipse.wst.jsdt.ui.edit.text.java.search.references.in.workspace"
"ビュー","ビューの表示 (問題)","Alt+Shift+Q, X","ウィンドウ","org.eclipse.ui.views.showView"
"編集","ファイル内での出現箇所","Ctrl+Shift+A","構造化テキスト・エディターで編集","org.eclipse.wst.sse.ui.search.find.occurrences"
"実行/デバッグ","終了","Ctrl+F2","デバッグ","org.eclipse.debug.ui.commands.Terminate"
"編集","単語補完","Alt+/","テキストの編集","org.eclipse.ui.edit.text.hippieCompletion"
"ナビゲート","すべて縮小表示","Ctrl+Shift+Numpad_Divide","ウィンドウ","org.eclipse.ui.navigate.collapseAll"
"ソース","出現箇所のマークのトグル","Alt+Shift+O","Java ソースの編集","org.eclipse.jdt.ui.edit.text.java.toggleMarkOccurrences"
"編集","インポートの追加(&P)","Ctrl+Shift+M","JSP ソースの編集","org.eclipse.jst.jsp.ui.add.imports"
"ウィンドウ","設定","F10","ウィンドウ","org.eclipse.ui.window.preferences"
"実行/デバッグ","レンダリングを閉じる","Ctrl+W","メモリー・ビュー内","org.eclipse.debug.ui.commands.closeRendering"
"ナビゲート","外部 JSDoc を開く","Shift+F2","JavaScript ビュー","org.eclipse.wst.jsdt.ui.edit.text.java.open.external.javadoc"
"ウィンドウ","システム・メニューの表示","Alt+-","ウィンドウ","org.eclipse.ui.window.showSystemMenu"
